,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
49,45.0,41.0,51.0,28.0,122.0,32.0,22.0,62.0,29.0,17.0,32.0,58.0,80.0,68.0,120.0,40.0,26.0,156.0,53.0,58.0,41.0,93.0,34.0,19.0,63.0,65.0,88.0,108.0,19.0,22.0,32.0,46.0,45.0,39.0,46.0,92.0,43.0,68.0,80.0,37.0,44.0,70.0,59.0,29.0,33.0,41.0,34.0,45.0,53.0,28.0
50,30.0,34.0,30.0,24.0,53.0,26.0,29.0,104.0,76.0,33.0,38.0,48.0,52.0,63.0,66.0,55.0,36.0,45.0,27.0,35.0,33.0,35.0,21.0,39.0,22.0,44.0,45.0,123.0,131.0,22.0,79.0,30.0,30.0,42.0,24.0,120.0,32.0,44.0,16.0,19.0,63.0,37.0,37.0,22.0,52.0,38.0,23.0,35.0,27.0,27.0
51,40.0,48.0,44.0,42.0,37.0,23.0,61.0,52.0,54.0,58.0,61.0,35.0,19.0,57.0,80.0,50.0,50.0,45.0,37.0,42.0,17.0,33.0,53.0,85.0,51.0,54.0,40.0,25.0,30.0,37.0,38.0,38.0,51.0,54.0,36.0,67.0,39.0,70.0,78.0,18.0,31.0,128.0,118.0,44.0,58.0,23.0,55.0,67.0,44.0,22.0
52,23.0,46.0,69.0,40.0,36.0,45.0,84.0,53.0,21.0,91.0,82.0,44.0,38.0,50.0,57.0,43.0,50.0,62.0,60.0,124.0,37.0,55.0,23.0,43.0,28.0,38.0,69.0,46.0,43.0,23.0,88.0,51.0,50.0,42.0,78.0,43.0,79.0,41.0,76.0,30.0,46.0,36.0,65.0,35.0,39.0,23.0,54.0,47.0,48.0,64.0
53,57.0,47.0,55.0,43.0,35.0,47.0,24.0,37.0,61.0,83.0,23.0,30.0,21.0,59.0,39.0,74.0,44.0,35.0,72.0,138.0,60.0,45.0,31.0,31.0,40.0,109.0,91.0,48.0,58.0,29.0,54.0,93.0,54.0,53.0,37.0,35.0,76.0,37.0,57.0,85.0,134.0,23.0,54.0,27.0,22.0,68.0,44.0,48.0,40.0,26.0
54,53.0,46.0,42.0,40.0,100.0,19.0,33.0,50.0,54.0,106.0,41.0,55.0,44.0,62.0,85.0,28.0,29.0,18.0,82.0,27.0,32.0,27.0,54.0,29.0,41.0,74.0,68.0,38.0,43.0,60.0,35.0,71.0,24.0,33.0,31.0,45.0,51.0,46.0,29.0,49.0,95.0,69.0,66.0,56.0,74.0,67.0,47.0,60.0,57.0,18.0
55,62.0,39.0,53.0,81.0,101.0,64.0,31.0,142.0,45.0,26.0,46.0,51.0,30.0,39.0,32.0,61.0,35.0,24.0,64.0,19.0,42.0,22.0,53.0,46.0,22.0,33.0,60.0,58.0,40.0,38.0,47.0,32.0,42.0,60.0,35.0,43.0,30.0,67.0,65.0,43.0,40.0,44.0,40.0,46.0,32.0,50.0,30.0,70.0,87.0,44.0
56,57.0,106.0,67.0,23.0,40.0,34.0,30.0,33.0,64.0,15.0,51.0,47.0,31.0,41.0,66.0,64.0,72.0,52.0,69.0,25.0,51.0,74.0,95.0,28.0,22.0,26.0,55.0,72.0,43.0,30.0,55.0,107.0,60.0,15.0,38.0,63.0,72.0,35.0,38.0,25.0,37.0,51.0,71.0,51.0,51.0,33.0,28.0,66.0,44.0,34.0
57,69.0,55.0,38.0,36.0,37.0,97.0,58.0,44.0,37.0,91.0,28.0,66.0,22.0,55.0,51.0,34.0,46.0,30.0,35.0,44.0,33.0,41.0,52.0,44.0,31.0,58.0,89.0,28.0,25.0,25.0,33.0,31.0,69.0,19.0,28.0,58.0,65.0,58.0,66.0,29.0,29.0,81.0,32.0,30.0,48.0,41.0,34.0,32.0,37.0,79.0
58,45.0,42.0,54.0,44.0,36.0,31.0,132.0,31.0,34.0,70.0,130.0,33.0,53.0,58.0,48.0,44.0,30.0,24.0,30.0,31.0,46.0,18.0,46.0,29.0,92.0,32.0,25.0,35.0,27.0,49.0,33.0,131.0,77.0,37.0,34.0,44.0,56.0,54.0,52.0,16.0,34.0,25.0,82.0,64.0,58.0,58.0,39.0,42.0,47.0,75.0
